1,206772
1,228715
1,226686
1,231742
1,331408
1,327451
1,196798
1,192811
1,196800
1,196799
4,826095
5,281874
5,598031
5,606009
5,533202
5,656386
5,583070
5,495304
5,546170
5,579082
12,591332
12,589338
13,993090
13,614590
12,681091
12,911527
13,265
12,619794
12,472650
12,959347
23,346571
23,33408
23,363526
23,907577
24,908395
26,103198
23,991886
24,382836
24,420210
24,272099
36,774665
35,400338
36,241601
35,718489
35,647679
35,516537
35,793289
35,628731
35,771348
35,536973
51,279878
51,288361
51,645900
51,710253
52,782860
52,617302
51,719702
51,421501
52,100773
51,904208
71,368164
71,436981
70,684566
70,366348
70,591240
71,567139
71,133792
71,285893
71,26046
70,666546
92,40394
93,97074
93,934822
91,856884
92,736531
90,995193
92,171538
92,970908
92,864190
92,913126
116,589785
117,353740
115,872160
117,355738
115,514592
115,147606
116,481039
115,936497
116,440151
115,863187
143,812463
142,661016
144,765381
139,344905
142,437663
150,237283
140,689802
141,314635
144,783362
145,68599
