0,7003
0,9978
0,6984
0,10006
0,6981
0,9010
0,8014
0,7979
0,6982
0,7979
0,16955
0,16954
0,13963
0,15958
0,13962
0,15957
0,15993
0,14929
0,14961
0,20911
0,23936
0,29920
0,26928
0,23935
0,22937
0,23904
0,21939
0,22936
0,28932
0,28888
0,39858
0,35905
0,31915
0,37898
0,38864
0,36901
0,33910
0,40889
0,34909
0,36899
0,43882
0,45877
0,49836
0,45877
0,43882
0,51860
0,39857
0,49899
0,41854
0,47872
0,49900
0,54853
0,58841
0,58841
0,46876
0,53820
0,55849
0,48868
0,54853
0,49867
0,71808
0,69813
0,75765
0,63830
0,63794
0,61833
0,59841
0,63863
0,60838
0,68864
0,73803
0,78789
0,75797
0,86768
0,83776
0,80784
0,83804
0,80819
0,74800
0,77791
0,74799
0,80752
0,87768
0,79787
0,86767
0,84740
0,86770
0,85803
0,76795
0,82745
0,99695
0,98767
0,100731
0,95745
0,97739
0,97739
0,92727
0,110703
0,88763
0,91755
