0,22941
0,16954
0,13963
0,13962
0,15956
0,16988
0,14992
0,19916
0,15958
0,17951
0,30917
0,29921
0,25933
0,31880
0,29920
0,33909
0,29951
0,29935
0,33940
0,25964
0,47872
0,52859
0,45876
0,60837
0,50865
0,52860
0,50864
0,52823
0,64795
0,55819
0,60879
0,71808
0,61838
0,65826
0,58842
0,64828
0,63828
0,70809
0,63828
0,63798
0,81781
0,80782
0,78790
0,79787
0,76794
0,73803
0,80753
0,91754
0,93750
0,69815
0,102731
0,88762
0,104721
0,111700
0,103755
0,88761
0,89762
0,93748
0,103690
0,94747
0,121673
0,119681
0,142651
0,137634
0,113681
0,122670
0,121673
0,117653
0,126663
0,140625
0,135639
0,145609
0,152624
0,124668
0,146559
0,124699
0,132644
0,127672
0,135668
0,133611
0,151626
0,162533
0,159605
0,169579
0,161542
0,169548
0,177524
0,133641
0,172537
0,150566
0,190459
0,198502
0,168549
0,173502
0,189517
0,160538
0,176528
0,171540
0,178556
0,182542
