0,16007
0,20939
0,14928
0,18998
0,14993
0,15921
0,15957
0,17986
0,18983
0,14960
0,41888
0,40922
0,38862
0,33942
0,35904
0,38896
0,42883
0,41854
0,32911
0,38896
0,68817
0,61865
0,54887
0,53856
0,60835
0,58844
0,54888
0,57876
0,52860
0,58842
0,75795
0,73836
0,75799
0,70780
0,76827
0,81781
0,69813
0,80784
0,81748
0,74769
0,117686
0,125664
0,101730
0,108742
0,112692
0,94748
0,96709
0,92751
0,99696
0,104720
0,115724
0,132645
0,131614
0,123667
0,136637
0,124667
0,136634
0,134638
0,145611
0,130617
0,149637
0,151595
0,160538
0,159575
0,156580
0,141652
0,174531
0,145610
0,155633
0,159573
0,188528
0,175531
0,169516
0,183510
0,179548
0,186468
0,159571
0,166553
0,168591
0,174533
0,210470
0,194478
0,198470
0,199468
0,200431
0,191454
0,192519
0,202459
0,188496
0,191487
0,218417
0,239393
0,209405
0,228387
0,213396
0,234405
0,222405
0,242320
0,228389
0,213429
